,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,logo,course_organization_img,course_title_img
334,From Data to Insights with Google Cloud Platform,Google Cloud,SPECIALIZATION,4.6,Beginner,26k,,https://logos-world.net/wp-content/uploads/2021/02/Google-Cloud-Emblem.png,https://www.ancoris.com/hs-fs/hubfs/Ancoris%20LP%20Imagery/How%20to%20create%20insights%20from%20data%20with%20Google%20Cloud%20Platform%20GCP.png?width=400&name=How%20to%20create%20insights%20from%20data%20with%20Google%20Cloud%20Platform%20GCP.png
335,From the Big Bang to Dark Energy,The University of Tokyo,COURSE,4.8,Beginner,52k,,https://logos-download.com/wp-content/uploads/2019/07/University_of_Tokyo_Logo.png,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/8a/0e61f0e9bc11e59f85cfd12ff8f76d/FromtheBigBangtoDarkEnergy_Rev.png
336,Front-End Web Development with React,The Hong Kong University of Science and Technology,COURSE,4.7,Intermediate,45k,,https://www.timeshighereducation.com/sites/default/files/styles/institution_logo/public/logo-hkust.png?itok=2giXufqe,https://s3.us-east-1.amazonaws.com/storage.trumplearning.com/cmsfiles/front-end-web-development-with-react-1ddzut3j.jpg
337,Front-End Web UI Frameworks and Tools: Bootstrap 4,The Hong Kong University of Science and Technology,COURSE,4.8,Intermediate,89k,,https://www.timeshighereducation.com/sites/default/files/styles/institution_logo/public/logo-hkust.png?itok=2giXufqe,https://infolearners.com/wp-content/uploads/2020/06/front-end-web-ui-frameworks-and-tools-bootstrap-4-768x461.png
338,Full Stack Web and Multiplatform Mobile App Development,The Hong Kong University of Science and Technology,SPECIALIZATION,4.7,Intermediate,150k,,https://www.timeshighereducation.com/sites/default/files/styles/institution_logo/public/logo-hkust.png?itok=2giXufqe,https://s3.us-east-1.amazonaws.com/storage.trumplearning.com/cmsfiles/full-stack-mobile-app-development-n23b2lg5.jpg
339,Full-Stack Web Development with React,The Hong Kong University of Science and Technology,SPECIALIZATION,4.7,Intermediate,140k,,https://www.timeshighereducation.com/sites/default/files/styles/institution_logo/public/logo-hkust.png?itok=2giXufqe,https://www.crio.do/blog/content/images/2021/04/Full-stack-development-blueprint.png
340,Functional Programming Principles in Scala,École Polytechnique Fédérale de Lausanne,COURSE,4.8,Intermediate,170k,,https://study-eu.s3.amazonaws.com/uploads/university/ecole-polytechnique-f-d-rale-de-lausanne-458-logo.png,https://i.pinimg.com/originals/2d/f2/da/2df2dad6922d66ec54993389d3729732.png
341,Functional Programming in Scala,École Polytechnique Fédérale de Lausanne,SPECIALIZATION,4.7,Intermediate,220k,,https://study-eu.s3.amazonaws.com/uploads/university/ecole-polytechnique-f-d-rale-de-lausanne-458-logo.png,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781617299582/functional-programming-in-scala-second-edition-9781617299582_xlg.jpg
342,Fundamental Neuroscience for Neuroimaging,Johns Hopkins University,COURSE,4.6,Beginner,30k,,https://www.datasciencedegreeprograms.net/wp-content/uploads/2018/02/johns-hopkins-university.png,https://image3.slideserve.com/5780968/fundamentals-of-neuroscience-neuroimaging-in-cognitive-neuroscience-n.jpg
343,Fundamentals of Accounting,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.6,Beginner,39k,,https://d12dc99qm3izfr.cloudfront.net/uploads/badge/asset/165/uiuc_logo.jpg,https://content.kopykitab.com/ebooks/2020/07/53432/content/medium/page1.png
344,Fundamentals of Computing,Rice University,SPECIALIZATION,4.8,Beginner,200k,,https://logos-download.com/wp-content/uploads/2018/07/RICE_University_logo_blue.png,"https://images-na.ssl-images-amazon.com/images/I/51lqDGmeDyL._SX218_BO1,204,203,200_QL40_.jpg"
345,Fundamentals of Engineering Exam Review,Georgia Institute of Technology,COURSE,4.7,Mixed,49k,,https://logos-download.com/wp-content/uploads/2020/06/Georgia_Institute_of_Technology_Logo_black_text.png,http://img2.imagesbn.com/p/9780195148961_p0_v1_s260x420.JPG
346,Fundamentals of GIS,"University of California, Davis",COURSE,4.8,Beginner,86k,,https://france-ameriques.org/wp-content/uploads/2019/06/1200px-The_University_of_California_Davis.svg_-1024x1024.png,"http://ecx.images-amazon.com/images/I/61lZXQ0yUiL._SX258_BO1,204,203,200_.jpg"
347,Fundamentals of Graphic Design,California Institute of the Arts,COURSE,4.8,Beginner,290k,,https://s3.ap-south-1.amazonaws.com/leverageedu/school-logo/us/2019-12-14_24_800px-California_College_of_the_Arts_seal.svg.png,https://www.perlego.com/_next/image?url=https:%2F%2Fwww.perlego.com%2Fbooks%2FRM_Books%2Fbloomsbury_pcloabeb%2F9781474270298_500_750.jpg&w=1024&q=10
348,Fundamentals of Immunology,Rice University,SPECIALIZATION,4.7,Intermediate,20k,,https://logos-download.com/wp-content/uploads/2018/07/RICE_University_logo_blue.png,http://uploads.edubilla.com/books/FundamentalsofImmunology.jpg
349,Fundamentals of Immunology: Innate Immunity and B-Cell Function,Rice University,COURSE,4.7,Intermediate,18k,,https://logos-download.com/wp-content/uploads/2018/07/RICE_University_logo_blue.png,https://blogs.shu.edu/cancer/files/2017/08/Fig-1.-Innate-and-adaptive-immune-responses.png
350,Fundamentals of Music Theory,The University of Edinburgh,COURSE,4.6,Beginner,180k,,http://www.acumen-pr.net/wp-content/uploads/2016/10/The-UoE-logo.jpg,http://ecx.images-amazon.com/images/I/41Abrf8e31L.jpg
351,Fundamentals of Project Planning and Management,University of Virginia,COURSE,4.7,Beginner,120k,,https://logos-download.com/wp-content/uploads/2017/11/University_of_Virginia_logo_blue.png,https://imgv2-2-f.scribdassets.com/img/document/400800493/original/2210a99ea9/1593988867?v=1
352,Fundamentals of Quantitative Modeling,University of Pennsylvania,COURSE,4.6,Mixed,110k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://onledu.net/wp-content/uploads/2019/03/fundamentals-of-quantitative-modeling-1.png
353,Fundamentals of Reinforcement Learning,University of Alberta,COURSE,4.8,Intermediate,22k,,https://logos-download.com/wp-content/uploads/2017/11/University_of_Alberta_logo_black.png,https://www.researchgate.net/profile/Amjad-Khan-10/publication/342783145/figure/fig1/AS:911042536292353@1594220875235/Fundamental-principle-of-reinforcement-learning.png
354,Fundamentals of Visualization with Tableau,"University of California, Davis",COURSE,4.5,Beginner,81k,,https://france-ameriques.org/wp-content/uploads/2019/06/1200px-The_University_of_California_Davis.svg_-1024x1024.png,https://i.pinimg.com/originals/3d/48/64/3d4864ed1cedc59bc1739707fd48a315.jpg
355,Fundamentos Empresariales,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,25k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,"https://images-na.ssl-images-amazon.com/images/I/41cjcPZMjfL._SR330,500_.jpg"
356,Fundamentos Estratégicos Empresariales,Universidad Nacional Autónoma de México,SPECIALIZATION,4.6,Beginner,56k,,https://www.pinclipart.com/picdir/big/332-3327912_unam-logo-national-autonomous-university-of-mexico-clipart.png,http://formacionintegral.udgvirtual.udg.mx/sites/default/files/Portadas%20de%20recursos%202%20(7)_0.png
357,Fundamentos de Excel para Negocios,Universidad Austral,COURSE,4.7,Beginner,150k,,https://www.austral.edu.ar/impactoaustral/wp-content/uploads/2020/01/logo-vertical-5000px.png,https://cursoe.online/wp-content/uploads/2021/07/Fundamentos-de-Excel-para-Negocios-portada-1024x536.jpg
358,Fundamentos de Finanzas Empresariales,Universidad de los Andes,COURSE,4.8,Beginner,110k,,http://revistaeducacionvirtual.com/wp-content/uploads/2016/09/universidad-de-los-andes-logo.png,https://http2.mlstatic.com/fundamentos-de-finanzas-corporativas-10-edicion-mcgraw-hill-D_NQ_NP_421701-MCO20380788226_082015-F.jpg
359,Fundamentos de la escritura,Tecnológico de Monterrey,COURSE,4.6,Beginner,47k,,http://www.brandemia.org/sites/default/files/sites/default/files/tec_monterrey_nuevo_logo.png,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/8f0973ca1a66.jpg
360,Fundraising and Development,"University of California, Davis",SPECIALIZATION,4.6,Beginner,4.9k,,https://france-ameriques.org/wp-content/uploads/2019/06/1200px-The_University_of_California_Davis.svg_-1024x1024.png,https://utahnonprofits.org/media/k2/items/cache/6f37918316c428e83362ed5eebb78719_XL.jpg
361,Futures Thinking,Institute for the Future,SPECIALIZATION,4.8,Beginner,9.4k,,https://centerfortotalhealth.org/wp-content/uploads/IFTF_logo.png,https://www.torch.ox.ac.uk/sites/default/files/torch/images/page/futures_thinking_logo.jpg
362,G Suite Administration,Google Cloud,SPECIALIZATION,4.7,Beginner,10k,,https://logos-world.net/wp-content/uploads/2021/02/Google-Cloud-Emblem.png,https://kinsta.com/wp-content/uploads/2018/02/g-suite-admin-console.png
363,"GIS, Mapping, and Spatial Analysis",University of Toronto,SPECIALIZATION,4.8,Beginner,140k,,https://download.logo.wine/logo/University_of_Toronto/University_of_Toronto-Logo.wine.png,https://static.eos.com/wp-content/uploads/2021/01/Multi-layer-map.png
364,Game Design and Development,Michigan State University,SPECIALIZATION,4.7,Intermediate,100k,,http://www.clipartbest.com/cliparts/yik/669/yik669a6T.jpg,https://miro.medium.com/max/5000/1*jMDG7pTIaVeP5bQnE1RuXg.png
365,Game Theory,Stanford University,COURSE,4.6,Beginner,260k,,https://logos-download.com/wp-content/uploads/2019/06/Stanford_University_Logo.png,https://pm1.narvii.com/6564/d8f61b450a0a66f6abd39a6fb13ef56aba6c4ee3_hq.jpg
366,Gamification,University of Pennsylvania,COURSE,4.8,Mixed,110k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://www.simplek12.com/wp-content/uploads/2016/03/gamification.jpg
367,Gender and Sexuality: Diversity and Inclusion in the Workplace,University of Pittsburgh,COURSE,4.7,Beginner,14k,,https://s3.amazonaws.com/libapps/accounts/22857/images/1024px-University_of_Pittsburgh_Seal__official_.svg.png,https://www.mooc-list.com/img/node-6517.jpg
368,Genomic Data Science,Johns Hopkins University,SPECIALIZATION,4.4,Intermediate,80k,,https://www.datasciencedegreeprograms.net/wp-content/uploads/2018/02/johns-hopkins-university.png,https://www.genome.gov/sites/default/files/inline-images/genomic-data-access.png
369,Geographic Information Systems  (GIS),"University of California, Davis",SPECIALIZATION,4.8,Beginner,97k,,https://france-ameriques.org/wp-content/uploads/2019/06/1200px-The_University_of_California_Davis.svg_-1024x1024.png,https://thekatynews.com/wp-content/uploads/2022/03/AdobeStock_354331596-scaled.jpeg
370,Geopolitics of Europe,Sciences Po,COURSE,4.3,Mixed,19k,,http://getlogo.net/wp-content/uploads/2019/08/sciences-po-logo-vector.png,https://www.knowledgeleaderscapital.com/wp-content/uploads/2017/05/Europe-Political.jpg
371,Geopolítica y gobernanza global: riesgos y oportunidades,ESADE Business and Law School,COURSE,4.8,Mixed,34k,,https://www.eduopinions.com/wp-content/uploads/2016/11/esade.jpg,http://formacionintegral.udgvirtual.udg.mx/sites/default/files/Geopol%C3%ADtica.png
372,Gestión de organizaciones efectivas,Pontificia Universidad Católica de Chile,COURSE,4.7,Mixed,47k,,https://vignette.wikia.nocookie.net/althistory/images/4/48/Escudo_de_la_Pontificia_Universidad_Cat%C3%B3lica_de_Chile.svg.png/revision/latest?cb=20161203005123&path-prefix=es,http://formacionintegral.udgvirtual.udg.mx/sites/default/files/Gesti%C3%B3n%20de%20organizaciones%20efectivas_Mesa%20de%20trabajo%201.jpg
373,Get Interactive: Practical Teaching with Technology,Bloomsbury Learning Exchange,COURSE,4.7,Beginner,14k,,https://www.ble.ac.uk/uploads/7/0/7/5/70758705/ex-logo-stacked500_orig.png,https://0701.static.prezi.com/preview/v2/oyb45s2ifenunskbpmhfoplcjd6jc3sachvcdoaizecfr3dnitcq_3_0.png
374,Getting Started With Music Theory,Michigan State University,COURSE,4.5,Beginner,59k,,https://logos-download.com/wp-content/uploads/2017/11/Michigan_State_University_logo.png,https://blog.native-instruments.com/wp-content/uploads/dynamic/2020/02/getting-started-with-music-theory-hero-small-1200x0-c-default.jpg
375,Getting Started with AWS Machine Learning,Amazon Web Services,COURSE,4.5,Intermediate,73k,,https://www.ercom.fr/wp-content/uploads/2018/07/2000px-Amazon_Web_Services_Logo.svg_.png,https://cdn-images-1.medium.com/max/2000/1*E8ydBKlF8VNr0OeRypTQfQ.png
376,Getting Started with Go,"University of California, Irvine",COURSE,4.6,Intermediate,59k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_California_Irvine_logo.jpg,https://opensource.com/sites/default/files/lead-images/opensource-go.jpg
377,Getting Started with Google Kubernetes Engine,Google Cloud,COURSE,4.5,Intermediate,75k,,https://logos-world.net/wp-content/uploads/2021/02/Google-Cloud-Emblem.png,https://arki1.com/wp-content/uploads/2021/06/arki1-getting-started-with-google-kubernetes-engine.png
378,Getting Started with Google Sheets,Google Cloud,COURSE,4.6,Beginner,18k,,https://logos-world.net/wp-content/uploads/2021/02/Google-Cloud-Emblem.png,http://media.gcflearnfree.org/content/55e073de7dd48174331f51b3_01_17_2014/google_sheets_getting_started.png
379,Getting Started with SAS Programming,SAS,COURSE,4.9,Beginner,22k,,http://logos-download.com/wp-content/uploads/2016/05/SAS_logo_Scandinavian_Airlines.png,https://sanet.pics/storage-7/0221/mFa8awXqDHoi3Hkcs3Qhxncdq5jPky9n.jpg
380,Global Diplomacy – Diplomacy in the Modern World,SOAS University of London,COURSE,4.6,Mixed,79k,,https://www.sconul.ac.uk/sites/default/files/images/new-logo-min-size-full-colour.png,https://lakshanseneviratneorg.files.wordpress.com/2020/12/certificate-global-diplomacy-e28093-diplomacy-in-the-modern-world.jpg
381,Global Diplomacy: the United Nations in the World,SOAS University of London,COURSE,4.7,Beginner,29k,,https://www.sconul.ac.uk/sites/default/files/images/new-logo-min-size-full-colour.png,https://uploads-us-west-2.insided.com/coursera-en/attachment/f245c058-0bbd-4183-ba18-6ff6a6a202df_thumb.png
382,Global Energy and Climate Policy,SOAS University of London,COURSE,4.5,Beginner,10k,,https://www.sconul.ac.uk/sites/default/files/images/new-logo-min-size-full-colour.png,https://www.cde.ual.es/wp-content/uploads/2021/01/Global-energy-and-climate-outlook-2020.png
383,Global Environmental Management,Technical University of Denmark (DTU),COURSE,4.6,Intermediate,22k,,https://i2.wp.com/mlsm.man.dtu.dk/wp-content/uploads/2018/10/technical-university-of-denmark-dtu-19-logo.png?fit=733%2C238,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~global-environmental-management/XDP~COURSE!~global-environmental-management.jpeg
384,Global Financial Markets and Instruments,Rice University,COURSE,4.6,Mixed,37k,,https://logos-download.com/wp-content/uploads/2018/07/RICE_University_logo_blue.png,https://image.slidesharecdn.com/internationalfinancialmarketinstruments-module3-140202085855-phpapp02/95/international-financial-market-instruments-module-3-5-638.jpg?cb=1391332565
385,Global Financing Solutions  (by EDHEC and Société Générale),EDHEC Business School,COURSE,4.6,Intermediate,3.6k,,https://www.eduopinions.com/wp-content/uploads/2017/10/EDHEC-logo.jpg,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/cea0dba03e5e.png
386,Global Trends for Business and Society,University of Pennsylvania,COURSE,4.8,Mixed,7.6k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/97db51d03e05.png
387,"Globalization, Economic Growth and Stability",IE Business School,SPECIALIZATION,4.8,Intermediate,44k,,https://yt3.ggpht.com/a/AGF-l7-kt9DMg6BYTVdocybs_Fay42FvLsllppbBYw=s900-c-k-c0xffffffff-no-rj-mo,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~globalization-economic-growth-and-stability/XDP~SPECIALIZATION!~globalization-economic-growth-and-stability.jpeg
388,Good with Words: Writing and Editing,University of Michigan,SPECIALIZATION,4.6,Beginner,3.8k,,http://cliparts.co/cliparts/gce/59r/gce59rp9i.jpg,http://rocksdigital.com/wp-content/uploads/2015/07/powerful-editing-5-quick-steps.jpg
389,Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud,COURSE,4.6,Intermediate,120k,,https://logos-world.net/wp-content/uploads/2021/02/Google-Cloud-Emblem.png,https://courses.javacodegeeks.com/wp-content/uploads/2020/02/BD-and-ML-Fundamentals-v3.jpg
390,Google Cloud Platform Fundamentals for AWS Professionals,Google Cloud,COURSE,4.7,Intermediate,36k,,https://logos-world.net/wp-content/uploads/2021/02/Google-Cloud-Emblem.png,https://cdn.trainocate.com/Highlights/Sg/Trainocate%20SG-Google-Cloud-Fundamentals-for-AWS-Professionals.jpg
391,Google IT Automation with Python,Google,PROFESSIONAL CERTIFICATE,4.7,Beginner,93k,,http://purepng.com/public/uploads/large/purepng.com-google-logo-2015brandlogobrand-logoiconssymbolslogosgoogle-6815229372333mqrr.png,https://1.bp.blogspot.com/-WQfRb_E3pqg/X6aIZRu9wtI/AAAAAAAAkR0/37LBCaojjnQriD9To-93Wfcty1lJSlKwACLcBGAsYHQ/w1200-h630-p-k-no-nu/Google%2BIT%2BAUtomation%2Bwith%2BPython%2BProfessional%2Bcertifcate%2Bcoursera%2B-%2Bbest.png
392,Google IT Support,Google,PROFESSIONAL CERTIFICATE,4.8,Beginner,350k,,http://purepng.com/public/uploads/large/purepng.com-google-logo-2015brandlogobrand-logoiconssymbolslogosgoogle-6815229372333mqrr.png,https://mwcc.edu/wp-content/uploads/2020/09/GoogleITcompletionbadge.png
393,Grammar and Punctuation,"University of California, Irvine",COURSE,4.7,Mixed,430k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_California_Irvine_logo.jpg,http://englishstudypage.com/wp-content/uploads/2017/05/punctuation-in-english.png
394,Graphic Design Elements for Non-Designers,University of Colorado Boulder,SPECIALIZATION,4.7,Beginner,10k,,https://i.pinimg.com/originals/ae/74/cf/ae74cf180aae5ea110b5cb59ce82ab0a.png,https://image.isu.pub/170731155806-57de5ea5fa3fc5370881389b9c95ddc5/jpg/page_1.jpg
395,Greek and Roman Mythology,University of Pennsylvania,COURSE,4.8,Mixed,260k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://symbolsage.com/wp-content/uploads/2020/12/gods-goddesses-with-greek-roman-names-scaled.jpg
